4089,0,4153,0,4153,88,4089,88
1868,163,2866,200,2864,267,1865,229
2146,234,2596,252,2593,314,2144,297
1537,291,1787,291,1787,350,1537,350
1204,295,1444,295,1444,354,1204,354
1470,295,1533,295,1533,342,1470,342
1816,295,1875,295,1875,342,1816,342
1356,354,1470,354,1470,414,1356,414
1199,359,1330,359,1330,414,1199,414
1352,414,1968,414,1968,473,1352,473
1195,418,1326,418,1326,477,1195,477
3629,452,3810,452,3810,511,3629,511
1512,473,1766,473,1766,536,1512,536
1191,481,1322,481,1322,540,1191,540
1347,481,1457,481,1457,536,1347,536
1968,490,2137,490,2137,545,1968,545
2137,494,2201,494,2201,540,2137,540
1347,599,1457,599,1457,663,1347,663
1567,599,1681,599,1681,663,1567,663
1183,604,1292,604,1292,667,1183,667
1825,604,1998,604,1998,667,1825,667
2370,620,2650,625,2648,691,2369,686
3820,627,3936,634,3932,695,3816,688
2839,633,3118,633,3118,697,2839,697
3139,633,3270,633,3270,697,3139,697
3654,633,3768,633,3768,692,3654,692
1563,667,1681,667,1681,730,1563,730
1258,674,1290,676,1279,850,1247,848
1339,671,1453,671,1453,722,1339,722
1736,669,2198,683,2196,740,1735,726
2450,697,2649,697,2649,747,2450,747
3148,698,3227,695,3277,2200,3197,2203
3555,701,3780,693,3782,746,3557,754
2970,701,3084,701,3084,752,2970,752
1563,730,1677,730,1677,794,1563,794
1335,735,1453,735,1453,790,1335,790
3561,760,3785,760,3785,815,3561,815
2889,764,3020,764,3020,819,2889,819
3025,764,3088,764,3088,811,3025,811
1554,790,1681,790,1681,929,1554,929
1330,802,1449,802,1449,853,1330,853
1732,797,2194,811,2192,869,1730,856
3557,823,3722,823,3722,883,3557,883
3726,823,3789,823,3789,874,3726,874
2974,828,3088,828,3088,878,2974,878
1242,866,1280,866,1280,980,1242,980
1326,866,1449,866,1449,916,1326,916
1728,865,2194,876,2192,933,1726,922
2421,882,2595,888,2593,941,2419,936
2585,887,2649,887,2649,937,2585,937
3561,887,3722,887,3722,946,3561,946
3726,887,3789,887,3789,933,3726,933
2974,891,3088,891,3088,942,2974,942
1554,925,1673,925,1673,992,1554,992
1326,929,1444,929,1444,984,1326,984
1728,930,2193,939,2192,998,1726,988
2423,950,2592,943,2595,997,2425,1004
2585,950,2649,950,2649,1001,2585,1001
3565,950,3726,950,3726,1009,3565,1009
3730,950,3798,950,3798,1001,3730,1001
2974,954,3088,954,3088,1005,2974,1005
1237,992,1275,992,1275,1047,1237,1047
1554,992,1668,992,1668,1056,1554,1056
1322,997,1440,997,1440,1047,1322,1047
2892,1018,3024,1012,3026,1065,2894,1070
3570,1012,3646,1018,3641,1070,3566,1064
3637,1014,3798,1014,3798,1064,3637,1064
3029,1018,3096,1018,3096,1068,3029,1068
1237,1056,1271,1056,1271,1111,1237,1111
1542,1047,1673,1047,1673,1191,1542,1191
1318,1060,1440,1060,1440,1115,1318,1115
1723,1063,2193,1069,2192,1126,1723,1121
2450,1077,2649,1077,2649,1128,2450,1128
2974,1077,3092,1077,3092,1132,2974,1132
3570,1077,3798,1077,3798,1132,3570,1132
1233,1123,1267,1123,1267,1178,1233,1178
1313,1128,1436,1128,1436,1183,1313,1183
2974,1140,3092,1140,3092,1195,2974,1195
3570,1140,3802,1140,3802,1199,3570,1199
1539,1178,1674,1183,1651,1800,1516,1795
1229,1191,1263,1191,1263,1242,1229,1242
1313,1191,1432,1191,1432,1246,1313,1246
1719,1195,2188,1195,2188,1254,1719,1254
2420,1204,2594,1204,2594,1259,2420,1259
2585,1204,2649,1204,2649,1254,2585,1254
3574,1204,3747,1204,3747,1263,3574,1263
3739,1204,3802,1204,3802,1254,3739,1254
2974,1208,3088,1208,3088,1254,2974,1254
1204,1254,1267,1254,1267,1313,1204,1313
1313,1259,1432,1259,1432,1313,1313,1313
1546,1259,1605,1259,1605,1318,1546,1318
2936,1267,3033,1267,3033,1322,2936,1322
3578,1267,3743,1267,3743,1330,3578,1330
3743,1267,3810,1267,3810,1322,3743,1322
2894,1271,2940,1271,2940,1322,2894,1322
3033,1271,3101,1271,3101,1322,3033,1322
1199,1322,1259,1322,1259,1444,1199,1444
1309,1326,1428,1326,1428,1381,1309,1381
1715,1326,2184,1326,2184,1385,1715,1385
2978,1335,3092,1335,3092,1385,2978,1385
3574,1335,3810,1335,3810,1394,3574,1394
1309,1390,1428,1390,1428,1444,1309,1444
1715,1394,2184,1394,2184,1449,1715,1449
2416,1393,2591,1399,2589,1452,2415,1447
2585,1398,2649,1398,2649,1449,2585,1449
2978,1398,3096,1398,3096,1449,2978,1449
3608,1398,3815,1398,3815,1457,3608,1457
1195,1451,1260,1453,1254,1645,1190,1643
1305,1457,1423,1457,1423,1512,1305,1512
1711,1457,2184,1457,2184,1516,1711,1516
2446,1461,2585,1461,2585,1521,2446,1521
2581,1461,2649,1461,2649,1512,2581,1512
2978,1461,3101,1461,3101,1516,2978,1516
3612,1466,3819,1466,3819,1520,3612,1520
1305,1525,1415,1525,1415,1580,1305,1580
2936,1525,3033,1525,3033,1580,2936,1580
2898,1529,2944,1529,2944,1580,2898,1580
3033,1529,3101,1529,3101,1580,3033,1580
3612,1529,3819,1529,3819,1588,3612,1588
1702,1588,2175,1588,2175,1647,1702,1647
1301,1592,1402,1592,1402,1647,1301,1647
2437,1592,2585,1592,2585,1647,2437,1647
2577,1592,2644,1592,2644,1643,2577,1643
2974,1592,3092,1592,3092,1643,2974,1643
3671,1597,3832,1597,3832,1647,3671,1647
1191,1651,1250,1651,1250,1711,1191,1711
1698,1656,2171,1656,2171,1715,1698,1715
2978,1656,3096,1656,3096,1711,2978,1711
1301,1660,1411,1660,1411,1711,1301,1711
3587,1660,3823,1660,3823,1719,3587,1719
1187,1723,1246,1723,1246,1778,1187,1778
1951,1723,2188,1723,2188,1782,1951,1782
2492,1723,2657,1723,2657,1778,2492,1778
2995,1723,3113,1723,3113,1778,2995,1778
1297,1728,1411,1728,1411,1782,1297,1782
1698,1728,1939,1728,1939,1782,1698,1782
2425,1728,2501,1728,2501,1782,2425,1782
3633,1728,3840,1728,3840,1787,3633,1787
1187,1791,1246,1791,1246,1846,1187,1846
1521,1787,1588,1787,1588,1859,1521,1859
2982,1791,3101,1791,3101,1846,2982,1846
1297,1795,1411,1795,1411,1850,1297,1850
1580,1795,1647,1795,1647,1998,1580,1998
1698,1795,2171,1795,2171,1850,1698,1850
3595,1795,3832,1795,3832,1854,3595,1854
1183,1859,1246,1859,1246,1913,1183,1913
2940,1859,3042,1859,3042,1918,2940,1918
1297,1863,1411,1863,1411,1918,1297,1918
1525,1863,1588,1863,1588,1994,1525,1994
2902,1863,2949,1863,2949,1918,2902,1918
3042,1863,3109,1863,3109,1918,3042,1918
3599,1863,3832,1863,3832,1922,3599,1922
1178,1926,1246,1926,1246,1981,1178,1981
1292,1930,1411,1930,1411,1985,1292,1985
2902,1930,2953,1930,2953,1985,2902,1985
2940,1930,3042,1930,3042,1985,2940,1985
3042,1930,3113,1930,3113,1985,3042,1985
3603,1930,3836,1930,3836,1994,3603,1994
1178,1994,1237,1994,1237,2049,1178,2049
1516,1994,1643,1994,1643,2137,1516,2137
2991,1998,3109,1998,3109,2057,2991,2057
3601,2002,3831,1992,3834,2055,3604,2065
1292,2002,1411,2002,1411,2057,1292,2057
1694,2002,2167,2002,2167,2061,1694,2061
2437,2002,2649,2002,2649,2061,2437,2061
1178,2061,1237,2061,1237,2116,1178,2116
1521,2066,1584,2066,1584,2133,1521,2133
3602,2070,3840,2062,3842,2124,3604,2132
1292,2070,1411,2070,1411,2120,1292,2120
1694,2070,2167,2070,2167,2129,1694,2129
2991,2070,3109,2070,3109,2125,2991,2125
1516,2133,1639,2133,1639,2201,1516,2201
1174,2129,1237,2129,1237,2188,1174,2188
3602,2138,3840,2130,3842,2192,3604,2199
1292,2137,1411,2137,1411,2192,1292,2192
1694,2142,2167,2142,2167,2201,1694,2201
2404,2142,2649,2142,2649,2205,2404,2205
2991,2142,3113,2142,3113,2197,2991,2197
3678,2200,4017,2191,4019,2258,3680,2267
1174,2197,1237,2197,1237,2256,1174,2256
1288,2205,1402,2205,1402,2260,1288,2260
1516,2205,1584,2205,1584,2264,1516,2264
1580,2205,1639,2205,1639,2268,1580,2268
2978,2201,3046,2201,3046,2268,2978,2268
3357,2209,3599,2202,3600,2264,3359,2271
2763,2209,2898,2209,2898,2268,2763,2268
1170,2268,1237,2268,1237,2323,1170,2323
3606,2273,3839,2263,3842,2325,3608,2335
1288,2273,1406,2273,1406,2327,1288,2327
1521,2273,1639,2273,1639,2336,1521,2336
3198,2268,3265,2268,3265,2404,3198,2404
1690,2281,2163,2281,2163,2340,1690,2340
2408,2281,2649,2281,2649,2344,2408,2344
2995,2281,3113,2281,3113,2336,2995,2336
1170,2336,1237,2336,1237,2391,1170,2391
3608,2336,3840,2336,3840,2399,3608,2399
1288,2340,1406,2340,1406,2395,1288,2395
1521,2340,1639,2340,1639,2404,1521,2404
1690,2349,2163,2349,2163,2408,1690,2408
