1330,332,1508,194,1577,283,1399,421
1347,424,1468,367,1493,418,1371,475
1342,487,1465,423,1489,468,1365,532
1289,857,1596,857,1596,915,1289,915
1155,950,1286,950,1286,985,1155,985
1408,950,1590,950,1590,985,1408,985
1340,953,1401,953,1401,985,1340,985
806,1036,873,1036,873,1075,806,1075
1174,1036,1244,1036,1244,1078,1174,1078
70,1040,150,1040,150,1081,70,1081
243,1040,355,1040,355,1081,243,1081
444,1040,524,1040,524,1081,444,1081
969,1039,1123,1039,1123,1075,969,1075
1334,1040,1376,1040,1376,1072,1334,1072
643,1043,723,1043,723,1078,643,1078
1456,1049,1577,1049,1577,1094,1456,1094
1011,1110,1084,1110,1084,1152,1011,1152
1174,1110,1248,1110,1248,1145,1174,1145
1331,1110,1376,1110,1376,1142,1331,1142
612,1116,725,1112,727,1154,614,1159
803,1113,889,1113,889,1155,803,1155
448,1116,531,1116,531,1158,448,1158
41,1119,195,1119,195,1164,41,1164
265,1120,364,1120,364,1158,265,1158
1456,1148,1577,1148,1577,1196,1456,1196
1308,1174,1385,1174,1385,1212,1308,1212
1161,1177,1235,1177,1235,1212,1161,1212
1020,1180,1104,1180,1104,1216,1020,1216
803,1184,886,1184,886,1219,803,1219
249,1187,371,1187,371,1228,249,1228
582,1187,739,1187,739,1225,582,1225
416,1190,569,1190,569,1232,416,1232
83,1193,163,1193,163,1235,83,1235
1161,1244,1228,1244,1228,1280,1161,1280
1008,1248,1088,1248,1088,1283,1008,1283
1331,1248,1356,1248,1356,1276,1331,1276
774,1251,912,1251,912,1292,774,1292
1443,1251,1603,1251,1603,1299,1443,1299
454,1260,534,1260,534,1302,454,1302
659,1260,736,1260,736,1299,659,1299
92,1270,169,1270,169,1312,92,1312
262,1270,364,1270,364,1302,262,1302
1318,1312,1600,1312,1600,1347,1318,1347
1052,1318,1216,1318,1216,1353,1052,1353
558,1332,869,1322,871,1366,560,1377
111,1347,329,1340,330,1383,112,1389
1366,1382,1545,1382,1545,1417,1366,1417
1068,1388,1193,1388,1193,1424,1068,1424
556,1405,796,1401,797,1439,556,1444
800,1401,870,1401,870,1433,800,1433
132,1425,316,1417,318,1460,134,1468
1302,1452,1513,1452,1513,1488,1302,1488
1516,1452,1606,1452,1606,1481,1516,1481
1064,1459,1193,1452,1195,1493,1066,1500
816,1468,889,1468,889,1504,816,1504
518,1481,592,1481,592,1516,518,1516
65,1504,389,1485,392,1531,68,1550
1433,1520,1472,1520,1472,1552,1433,1552
1062,1523,1193,1523,1193,1564,1062,1564
759,1540,975,1527,977,1566,762,1579
646,1545,752,1545,752,1580,646,1580
142,1573,322,1565,324,1609,144,1617
1029,1596,1218,1588,1220,1625,1030,1633
760,1608,975,1600,977,1634,762,1643
167,1648,309,1639,312,1681,170,1690
1376,1654,1529,1654,1529,1686,1376,1686
1059,1660,1184,1660,1184,1696,1059,1696
648,1680,780,1675,781,1714,649,1719
172,1719,315,1706,319,1749,176,1762
571,1743,1173,1715,1175,1752,573,1780
1132,1769,1266,1765,1268,1802,1133,1806
1276,1766,1404,1766,1404,1798,1276,1798
1497,1808,1593,1808,1593,1843,1497,1843
1135,1813,1407,1808,1408,1846,1136,1851
876,1822,1033,1818,1034,1855,876,1859
580,1843,651,1837,654,1871,582,1877
1216,1862,1302,1862,1302,1894,1216,1894
185,1886,322,1873,325,1912,189,1925
1500,1907,1600,1907,1600,1942,1500,1942
1219,1913,1318,1913,1318,1948,1219,1948
892,1923,1017,1923,1017,1955,892,1955
551,1940,680,1932,683,1970,554,1979
1497,1964,1600,1964,1600,2000,1497,2000
1222,1974,1321,1974,1321,2006,1222,2006
163,1996,364,1974,367,2009,166,2030
892,1980,1017,1980,1017,2012,892,2012
550,2000,680,1987,684,2024,554,2037
243,2047,367,2033,371,2068,246,2082
167,2056,251,2048,254,2081,170,2090
1132,2091,1347,2086,1347,2124,1132,2128
1036,2092,1120,2092,1120,2128,1036,2128
420,2115,1022,2082,1025,2127,422,2161
1523,2140,1590,2140,1590,2172,1523,2172
1283,2147,1382,2147,1382,2179,1283,2179
726,2156,944,2156,944,2192,726,2192
194,2229,352,2196,359,2229,201,2262
828,2380,950,2380,950,2416,828,2416
1452,2419,1590,2419,1590,2454,1452,2454
1155,2428,1280,2428,1280,2464,1155,2464
764,2435,889,2435,889,2470,764,2470
438,2441,502,2441,502,2473,438,2473
175,2492,322,2448,332,2481,185,2525
1427,2480,1616,2480,1616,2512,1427,2512
1161,2486,1270,2486,1270,2518,1161,2518
716,2496,931,2492,931,2526,716,2529
438,2499,502,2499,502,2531,438,2531
215,2522,280,2508,286,2538,222,2553
1426,2540,1618,2536,1619,2570,1427,2574
1158,2544,1270,2544,1270,2576,1158,2576
771,2553,864,2553,864,2585,771,2585
432,2556,502,2556,502,2592,432,2592
220,2563,284,2563,284,2595,220,2595
803,2659,931,2659,931,2691,803,2691
796,2709,1068,2705,1069,2742,796,2745
1388,2706,1683,2710,1683,2753,1388,2749
393,2713,515,2713,515,2748,393,2748
179,2723,287,2714,290,2747,182,2757
323,2876,371,2876,371,2912,323,2912
384,2872,784,2880,783,2923,383,2915
809,2880,1111,2887,1110,2930,808,2923
1113,2892,1193,2892,1193,2931,1113,2931
138,2916,249,2908,251,2944,141,2951
374,2920,919,2933,918,2979,373,2966
1241,2931,1318,2931,1318,2972,1241,2972
1472,2944,1577,2944,1577,2979,1472,2979
