21,32,1199,24,1200,91,22,98
1286,214,1357,210,1359,251,1288,255
1383,216,1539,213,1540,254,1384,258
1154,218,1257,213,1259,256,1156,261
196,574,224,574,224,932,196,932
930,572,1322,572,1322,750,930,750
482,578,644,578,644,750,482,750
696,584,876,584,876,746,696,746
804,776,1006,776,1006,844,804,844
1045,797,1273,792,1274,835,1046,840
669,893,1345,881,1346,927,670,939
537,980,1173,976,1174,1023,538,1027
354,978,594,978,594,1220,354,1220
541,1040,1207,1037,1208,1084,542,1088
538,1105,1406,1108,1405,1160,537,1157
622,1170,744,1170,744,1214,622,1214
358,1232,584,1232,584,1280,358,1280
624,1240,898,1240,898,1284,624,1284
362,1296,584,1296,584,1344,362,1344
621,1295,891,1295,891,1337,621,1337
624,1358,702,1358,702,1404,624,1404
362,1360,582,1360,582,1406,362,1406
620,1422,702,1422,702,1460,620,1460
723,1421,993,1421,993,1459,723,1459
1022,1421,1172,1421,1172,1459,1022,1459
1190,1422,1366,1422,1366,1460,1190,1460
1389,1421,1523,1421,1523,1457,1389,1457
359,1423,581,1423,581,1469,359,1469
1187,1457,1523,1457,1523,1497,1187,1497
654,1460,808,1460,808,1498,654,1498
836,1460,1172,1460,1172,1498,836,1498
622,1496,842,1496,842,1536,622,1536
850,1498,924,1498,924,1534,850,1534
1343,1766,1561,1978,1434,2107,1216,1895
1208,1918,1272,1918,1272,1972,1208,1972
862,1940,1094,1940,1094,1984,862,1984
1196,1985,1269,1971,1278,2020,1205,2034
1230,2022,1294,2022,1294,2084,1230,2084
1106,2102,1186,2102,1186,2132,1106,2132
1094,2234,1612,2236,1611,2276,1093,2273
196,2244,522,2244,522,2280,196,2280
526,2271,595,2275,593,2300,524,2295
594,2272,626,2272,626,2296,594,2296
694,2272,758,2272,758,2298,694,2298
820,2274,860,2274,860,2296,820,2296
623,2278,683,2275,684,2297,624,2300
764,2278,814,2278,814,2298,764,2298
